EXECUTION DE FLOYD-WARSHALL
================================================================================


L_0 (Initialisation)
================================================================================
  K |      0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 0  |      0      4      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 1  |      4      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      6      ∞      ∞      ∞      ∞      ∞      ∞
 2  |      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 3  |      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 4  |      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 5  |      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      4      ∞      ∞      ∞      ∞      ∞
 6  |      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      4      ∞      ∞      ∞      ∞
 7  |      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 8  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      4      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      5      ∞      ∞      ∞
 9  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      3      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 10  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      5      ∞      ∞
 11  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 12  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 13  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      3      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 14  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      3      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      6      ∞      ∞      ∞      ∞      ∞      ∞
 15  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 16  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 17  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      4      3      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      3      ∞      ∞      ∞
 18  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 19  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 20  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      0      2      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞
 21  |      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      ∞      2      0      3      ∞      ∞      ∞      ∞      ∞      ∞      ∞
